pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_age,st_ageerr1,st_ageerr2,st_agelim
BD+37 3172 b,BD+37 3172,1887.76,0.01,-0.01,0.0,4.65,,,0.0,12.4,,,0.0,3368.9811142,,,0.0,9.71,,,0.0,0.59,0.01,-0.01,0.0,,,,,,,,,4500.0,250.0,-250.0,0.0,50.24,28.97,-28.97,0.0,3.75,0.86,-0.86,0.0,2.84,0.28,-0.28,0.0,,,,
BD+42 2315 b,BD+42 2315,123.05,0.04,-0.04,0.0,0.54,,,0.0,14.2,,,0.0,174.80562385,,,0.0,0.335,,,0.0,0.73,0.03,-0.03,0.0,,,,,,,,,4500.0,250.0,-250.0,0.0,17.85,10.01,-10.01,0.0,1.38,0.3,-0.3,0.0,1.99,0.26,-0.26,0.0,,,,
BD+45 564 b,BD+45 564,307.88,1.47,-1.47,0.0,0.83,0.04,-0.04,0.0,13.6,,,0.0,432.24663352,38.13940884,-38.13940884,0.0,0.944,,,0.0,0.12,0.06,-0.06,0.0,,,,,,,,,5004.0,50.0,-50.0,0.0,0.813064,0.041485,-0.044083,0.0,0.81,0.072,-0.072,0.0,-0.39918,0.00847,-0.01207,0.0,,,,
BD+48 738 b,BD+48 738,392.6,5.5,-5.5,0.0,1.0,,,0.0,13.9,,,0.0,289.2253,,,0.0,0.592,,,0.0,0.2,0.1,-0.1,0.0,,,,,,,,,4414.0,15.0,-15.0,0.0,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0.0,1.69,0.33,-0.33,0.0,,,,
BD+48 740 b,BD+48 740,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,13.5,,,0.0,540.311,222.481,-222.481,0.0,1.21,,,0.0,0.76,0.05,-0.09,0.0,,,,,,,,,4534.0,8.0,-8.0,0.0,10.33,1.81,-1.81,0.0,1.09,0.16,-0.16,0.0,1.64,0.12,-0.12,0.0,,,,
BD+49 828 b,BD+49 828,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,13.5,,,0.0,508.5,127.1,-63.6,0.0,1.14,,,0.0,0.35,0.24,-0.1,0.0,,,,,,,,,4943.0,30.0,-30.0,0.0,7.6,1.3,-1.3,0.0,1.52,0.22,-0.22,0.0,1.47,0.13,-0.13,0.0,2.34,1.2,-0.8,0.0
BD+55 362 b,BD+55 362,265.59,1.04,-1.04,0.0,0.78,0.05,-0.05,0.0,14.0,,,0.0,228.83645304,25.42627256,-25.42627256,0.0,0.458,,,0.0,0.27,0.06,-0.06,0.0,,,,,,,,,5012.0,78.0,-78.0,0.0,0.896193,0.062857,-0.04255,0.0,0.909,0.099,-0.099,0.0,-0.31295,0.0135,-0.00853,0.0,,,,
BD+60 1417 b,BD+60 1417,,,,,1662.0,,,0.0,14.68376472,0.67253884,-0.67253884,0.0,4767.426105,1589.142035,-1589.142035,0.0,8.27,,,0.0,,,,,,,,,1303.0,74.0,-74.0,0.0,4993.0,124.0,-124.0,0.0,0.797,0.051,-0.051,0.0,1.0,,,0.0,0.35595,0.01021,-0.01021,0.0,0.1,0.05,-0.05,0.0
BD+63 1405 b,BD+63 1405,1198.48,60.79,-60.79,0.0,2.06,0.14,-0.14,0.0,12.4,,,0.0,3305.4154328,413.1769291,-349.6112477,0.0,9.53,,,0.0,0.88,0.02,-0.02,0.0,,,,,,,,,5000.0,53.0,-53.0,0.0,0.804724,0.040718,-0.059493,0.0,0.816,0.083,-0.083,0.0,-0.41295,0.01024,-0.01312,0.0,,,,
BD-06 1339 b,BD-06 1339,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,,,,,1523.03372634,,,1.0,,,,,0.0,,,0.0,,,,,,,,,4324.0,100.0,-100.0,0.0,0.686355,0.063406,-0.074042,0.0,0.7,,,0.0,-1.022,0.043,-0.048,0.0,4.4,4.0,-4.0,0.0
BD-06 1339 c,BD-06 1339,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,8.38,,,0.0,53.0,8.0,-8.0,0.0,0.495,,,0.0,0.31,0.11,-0.11,0.0,,,,,,,,,4324.0,100.0,-100.0,0.0,0.686355,0.063406,-0.074042,0.0,0.7,,,0.0,-1.022,0.043,-0.048,0.0,4.4,4.0,-4.0,0.0
BD-08 2823 b,BD-08 2823,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,,,,,2948.49413174,,,1.0,,,,,0.15,0.15,-0.15,0.0,,,,,,,,,4816.0,114.0,-114.0,0.0,0.71,0.04,-0.04,0.0,0.5,0.26,-0.26,0.0,-0.62597,0.00106,-0.00106,0.0,4.5,4.0,-4.0,0.0
BD-08 2823 c,BD-08 2823,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,12.5,,,0.0,104.0,10.0,-10.0,0.0,0.293,,,0.0,0.19,0.09,-0.09,0.0,,,,,,,,,4746.0,63.0,-63.0,0.0,0.71,0.04,-0.04,0.0,0.74,0.07,-0.07,0.0,-0.62597,0.00106,-0.00106,0.0,4.5,4.0,-4.0,0.0
BD-10 3166 b,BD-10 3166,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,14.1,,,0.0,187.5197,22.2481,-22.2481,0.0,0.368,,,0.0,0.02,0.02,-0.02,0.0,,,,,,,,,5393.0,44.0,-44.0,0.0,0.91,0.04,-0.04,0.0,1.47,0.24,-0.24,0.0,-0.1912,0.00249,-0.00251,0.0,0.25,,,0.0
BD-11 4672 b,BD-11 4672,1634.0,13.0,-14.0,0.0,2.36,0.04,-0.04,0.0,14.1,,,0.0,206.5895,15.8915,-19.0698,0.0,0.405,,,0.0,0.05,0.05,-0.03,0.0,,,,,,,,,4550.0,110.0,-110.0,0.0,0.639,0.02,-0.022,0.0,0.651,0.031,-0.029,0.0,-0.8041,0.04961,-0.04977,0.0,7.4,4.5,-4.9,0.0
BD-11 4672 c,BD-11 4672,74.2,0.06,-0.08,0.0,0.3,0.01,-0.01,0.0,4.04,,,0.0,15.37,2.97,-2.81,0.0,1.28,,,0.0,0.4,0.13,-0.15,0.0,,,,,,,,,4550.0,110.0,-110.0,0.0,0.639,0.02,-0.022,0.0,0.651,0.031,-0.029,0.0,-0.8041,0.04961,-0.04977,0.0,7.4,4.5,-4.9,0.0
BD-13 2130 b,BD-13 2130,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,12.5,,,0.0,3108.3774,1449.3048,-1449.3048,0.0,8.75,,,0.0,0.21,0.07,-0.07,0.0,,,,,,,,,4545.0,71.0,-71.0,0.0,19.17,4.96,-4.96,0.0,2.12,1.47,-1.47,0.0,2.04268,0.02651,-0.02824,0.0,0.74,0.2,-0.2,0.0
BD-14 3065 b,BD-14 3065 A,4.2889731,5.2e-06,-5.2e-06,0.0,0.0656,0.0026,-0.0026,0.0,21.59,1.05,-1.05,0.0,3932.0,290.0,-280.0,0.0,2.15,0.53,-0.48,0.0,0.066,0.0098,-0.011,0.0,646.761,,,0.0,2001.0,31.0,-31.0,0.0,6935.0,90.0,-90.0,0.0,2.35,0.08,-0.08,0.0,1.41,0.05,-0.05,0.0,1.06,0.03,-0.03,0.0,2.24,0.26,-0.26,0.0
BD-17 63 b,BD-17 63,655.57,0.58,-0.58,0.0,1.34,0.02,-0.02,0.0,12.8,,,0.0,1639.99458012,63.5656814,-63.5656814,0.0,4.3,,,0.0,0.5439,0.0052,-0.0052,0.0,,,,,,,,,4714.0,93.0,-93.0,0.0,0.74,0.04,-0.04,0.0,0.741,0.04,-0.04,0.0,-0.678,0.04,-0.043,0.0,4.3,4.0,-4.0,0.0
BD-210397 b,BD-210397,1891.0,56.0,-48.0,0.0,2.63,0.06,-0.05,0.0,14.0,,,0.0,214.0,31.0,-32.0,0.0,0.429,,,0.0,0.1,0.1,-0.1,0.0,0.02,0.001,-0.001,0.0,,,,,4051.0,239.0,-239.0,0.0,0.747,0.088,-0.088,0.0,0.679,0.017,-0.017,0.0,-0.86967,0.00639,-0.00648,0.0,6.2,4.7,-4.7,0.0
BD-210397 c,BD-210397,6240.0,151.0,-156.0,0.0,5.9,0.1,-0.1,0.0,12.9,,,0.0,1525.5763536,190.6970442,-190.6970442,0.0,3.91,,,0.0,0.43,0.05,-0.05,0.0,0.0039,0.0045,-0.0007,0.0,,,,,4051.0,239.0,-239.0,0.0,0.747,0.088,-0.088,0.0,0.69,0.01,-0.01,0.0,-0.86967,0.00639,-0.00648,0.0,4.0,9.5,-2.8,0.0
BEBOP-3 b,BEBOP-3,547.0,6.2,-7.6,0.0,1.444,0.017,-0.017,0.0,14.2,,,0.0,177.34825111,16.20924876,-15.25576354,0.0,0.34,,,0.0,0.247,0.077,-0.089,0.0,,,,,,,,,6033.0,100.0,-100.0,0.0,1.414,0.017,-0.017,0.0,1.083,0.026,-0.026,0.0,0.38321,0.01408,-0.01339,0.0,,,,
BEBOP-4 AB b,BEBOP-4 A,1823.5,5.1,-4.9,0.0,3.634,0.011,-0.011,0.0,,,,,8358.8871041,,,1.0,,,,,0.428,0.016,-0.016,0.0,,,,,,,,,5701.43,118.15,-118.15,0.0,2.75645,0.146157,-0.117763,0.0,1.507,0.152,-0.152,0.0,0.85933,0.01346,-0.01743,0.0,,,,
Barnard b,Barnard's star,3.1542,0.0004,-0.0004,0.0,0.0229,0.0003,-0.0003,0.0,0.72,,,0.0,0.299,0.026,-0.026,0.0,4.4,,,0.0,0.03,0.03,-0.02,0.0,6.76,0.05,-0.05,0.0,438.0,,,0.0,3195.0,28.0,-28.0,0.0,0.185,0.006,-0.006,0.0,0.162,0.007,-0.007,0.0,-2.44977,0.00872,-0.0089,0.0,,,,
Barnard c,Barnard's star,4.1244,0.0006,-0.0006,0.0,0.0274,0.0004,-0.0004,0.0,0.743,,,0.0,0.335,0.03,-0.03,0.0,4.49,,,0.0,0.08,0.06,-0.05,0.0,,,,,400.0,,,0.0,3195.0,28.0,-28.0,0.0,0.185,0.006,-0.006,0.0,0.162,0.007,-0.007,0.0,-2.44977,0.00872,-0.0089,0.0,,,,
Barnard d,Barnard's star,2.3402,0.0003,-0.0003,0.0,0.0188,0.0003,-0.0003,0.0,0.694,,,0.0,0.263,0.024,-0.024,0.0,4.32,,,0.0,0.04,0.05,-0.03,0.0,,,,,483.0,,,0.0,3195.0,28.0,-28.0,0.0,0.185,0.006,-0.006,0.0,0.162,0.007,-0.007,0.0,-2.44977,0.00872,-0.0089,0.0,,,,
Barnard e,Barnard's star,6.7392,0.003,-0.003,0.0,0.0381,0.0005,-0.0005,0.0,0.637,,,0.0,0.193,0.033,-0.033,0.0,4.1,,,0.0,0.04,0.03,-0.04,0.0,,,,,340.0,,,0.0,3195.0,28.0,-28.0,0.0,0.185,0.006,-0.006,0.0,0.162,0.007,-0.007,0.0,-2.44977,0.00872,-0.0089,0.0,,,,
CD Cet b,CD Cet,2.2907,0.00012,-0.00012,0.0,0.0185,0.0013,-0.0013,0.0,1.82,,,0.0,3.95,0.42,-0.43,0.0,3.6,,,0.0,,,,,8.6,2.4,-2.4,0.0,464.0,18.0,-18.0,0.0,3130.0,51.0,-51.0,0.0,0.175,0.006,-0.006,0.0,0.161,0.01,-0.01,0.0,-2.53254,0.00778,-0.00792,0.0,3.0,2.0,-2.0,0.0
CD-35 2722 b,CD-35 2722,,,,,67.0,4.0,-4.0,0.0,17.37392009,0.56044903,-0.67253884,0.0,9375.9380065,1620.9248757,-1366.6621501,0.0,9.82,,,0.0,,,,,,,,,1800.0,100.0,-100.0,0.0,3689.0,100.0,-100.0,0.0,0.558549,0.016445,-0.016445,0.0,0.4,0.05,-0.05,0.0,-1.26481,0.08933,-0.11259,0.0,0.1,0.05,-0.05,0.0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,12.4,,,0.0,3337.1,1430.2,-1430.2,0.0,9.62,,,0.0,,,,,,,,,370.0,40.0,-40.0,0.0,580.5,24.5,-24.5,0.0,,,,,0.021,0.009,-0.009,0.0,,,,,,,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.0,470000.0,-470000.0,0.0,200.0,6.0,-6.0,0.0,20.8487041,0.56044903,-0.56044903,0.0,2479.0615746,222.4798849,-254.2627256,0.0,1.5,,,0.0,,,,,,,,,1800.0,40.0,-40.0,0.0,2320.0,40.0,-40.0,0.0,0.245,0.007,-0.008,0.0,0.0147,0.0008,-0.0008,0.0,-2.85,0.06,-0.06,0.0,0.003,,,0.0
CHXR 73 b,CHXR 73,,,,,210.0,,,0.0,12.3,,,0.0,3994.486,2662.991,-1664.369,0.0,11.8,,,0.0,,,,,,,,,,,,,3099.0,128.0,-128.0,0.0,,,,,0.35,,,0.0,,,,,0.002,,,0.0
CI Tau c,CI Tau,25.2,1.7,-1.8,0.0,0.17,0.08,-0.08,0.0,13.0,,,0.0,1144.1822652,95.3485221,-95.3485221,0.0,2.86,,,0.0,0.58,0.05,-0.06,0.0,,,,,,,,,3807.0,131.0,-131.0,0.0,1.880857,0.086711,-0.415068,0.0,0.9,0.02,-0.02,0.0,-0.25458,0.00652,-0.00662,0.0,0.0025,0.0005,-0.0005,0.0
COCONUTS-2 b,COCONUTS-2 A,402000000.0,470000000.0,-100000000.0,0.0,7506.0,5205.0,-2060.0,0.0,12.44196858,0.33626942,-0.44835923,0.0,2542.627256,635.656814,-635.656814,0.0,7.25,,,0.0,,,,,,,,,434.0,9.0,-9.0,0.0,3406.0,69.0,-69.0,0.0,0.388,0.011,-0.011,0.0,0.37,0.02,-0.02,0.0,-1.732,0.011,-0.011,0.0,0.475,0.325,-0.325,0.0
CT Cha b,CT Cha,,,,,440.0,,,0.0,24.66,9.08,-6.73,0.0,5403.0,1907.0,-1907.0,0.0,1.98,,,0.0,,,,,,,,,2600.0,250.0,-250.0,0.0,4403.0,6.0,-10.0,0.0,1.679694,0.095969,-0.157166,0.0,,,,,-0.10177,0.0037,-0.00373,0.0,0.002,0.002,-0.002,0.0
CoRoT-1 b,CoRoT-1,1.5089557,6.4e-06,-6.4e-06,0.0,0.02752,0.00022,-0.00023,0.0,16.7,0.9,-0.9,0.0,327.35,38.14,-38.14,0.0,0.38,0.05,-0.05,0.0,0.0,,,0.0,2852.63,,,0.0,1898.0,50.0,-50.0,0.0,5950.0,150.0,-150.0,0.0,1.11,0.05,-0.05,0.0,0.95,0.15,-0.15,0.0,0.29793,0.02929,-0.03141,0.0,1.6,0.5,-0.5,0.0
CoRoT-10 b,CoRoT-10,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,10.87,0.78,-0.78,0.0,874.0,50.85,-50.85,0.0,3.7,0.83,-0.83,0.0,0.53,0.04,-0.04,0.0,16.1089,,,0.0,600.0,23.0,-23.0,0.0,5075.0,75.0,-75.0,0.0,0.79,0.05,-0.05,0.0,0.89,0.05,-0.05,0.0,-0.72608,0.01188,-0.01221,0.0,3.0,,,1.0
CoRoT-11 b,CoRoT-11,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,16.03,0.34,-0.34,0.0,740.51,108.06,-108.06,0.0,0.99,0.15,-0.15,0.0,0.0,,,0.0,1890.649,,,0.0,1657.0,55.0,-55.0,0.0,6440.0,120.0,-120.0,0.0,1.37,0.03,-0.03,0.0,1.27,0.05,-0.05,0.0,0.37753,0.02269,-0.02395,0.0,2.0,1.0,-1.0,0.0
CoRoT-12 b,CoRoT-12,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.00092,0.0,16.14,1.46,-1.46,0.0,291.438,22.247,-20.658,0.0,0.411,0.129,-0.094,0.0,0.07,0.063,-0.042,0.0,661.1334,,,0.0,1442.0,58.0,-58.0,0.0,5675.0,80.0,-80.0,0.0,1.116,0.096,-0.092,0.0,1.078,0.077,-0.072,0.0,0.07,0.01,-0.01,0.0,6.3,3.1,-3.1,0.0
CoRoT-13 b,CoRoT-13,4.03519,3e-05,-3e-05,0.0,0.051,0.0031,-0.0031,0.0,9.92,0.157,-0.157,0.0,415.704,20.976,-20.976,0.0,2.34,0.23,-0.23,0.0,0.0,,,0.0,546.5339,,,0.0,1700.0,,,0.0,5945.0,90.0,-90.0,0.0,1.01,0.03,-0.03,0.0,1.09,0.02,-0.02,0.0,0.07314,0.04769,-0.05358,0.0,1.635,1.515,-1.515,0.0
CoRoT-14 b,CoRoT-14,1.51214,0.00013,-0.00013,0.0,0.027,0.002,-0.002,0.0,12.22,0.78,-0.78,0.0,2415.4,190.7,-190.7,0.0,7.3,1.5,-1.5,0.0,0.0,,,0.0,,,,,1952.0,66.0,-66.0,0.0,6035.0,100.0,-100.0,0.0,1.21,0.08,-0.08,0.0,1.13,0.09,-0.09,0.0,0.11884,0.07934,-0.09715,0.0,4.2,3.8,-3.8,0.0
CoRoT-16 b,CoRoT-16,5.35227,0.0002,-0.0002,0.0,0.0618,0.0015,-0.0015,0.0,13.11,1.79,-1.57,0.0,170.032,27.014,-26.379,0.0,0.44,0.21,-0.14,0.0,0.33,0.09,-0.1,0.0,,,,,,,,,5650.0,100.0,-100.0,0.0,1.19,0.14,-0.13,0.0,1.098,0.082,-0.078,0.0,-0.43496,0.04116,-0.04547,0.0,6.73,2.8,-2.8,0.0
CoRoT-17 b,CoRoT-17,3.7681,0.0003,-0.0003,0.0,0.0461,0.0008,-0.0008,0.0,11.43,0.78,-0.78,0.0,772.29,95.34,-95.34,0.0,2.82,0.38,-0.38,0.0,0.0,,,0.0,,,,,1626.0,31.0,-31.0,0.0,5740.0,80.0,-80.0,0.0,1.59,0.07,-0.07,0.0,1.04,0.1,-0.1,0.0,0.13421,0.04488,-0.05006,0.0,10.7,1.0,-1.0,0.0
CoRoT-18 b,CoRoT-18,1.9000693,2.8e-06,-2.8e-06,0.0,0.0295,0.0016,-0.0016,0.0,14.68,2.02,-2.02,0.0,1102.82,120.77,-120.77,0.0,2.2,0.8,-0.8,0.0,0.08,,,1.0,823.7009,,,0.0,1550.0,90.0,-90.0,0.0,5440.0,100.0,-100.0,0.0,1.0,0.13,-0.13,0.0,0.95,0.15,-0.15,0.0,-0.17,0.06,-0.06,0.0,0.6,0.0,-0.6,0.0
CoRoT-19 b,CoRoT-19,3.89713,2e-05,-2e-05,0.0,0.0518,0.0008,-0.0008,0.0,14.46,0.34,-0.34,0.0,352.78,19.07,-19.07,0.0,0.71,0.06,-0.06,0.0,0.047,0.045,-0.045,0.0,1103.809,,,0.0,2000.0,150.0,-150.0,0.0,6090.0,70.0,-70.0,0.0,1.65,0.04,-0.04,0.0,1.21,0.05,-0.05,0.0,0.544,0.024,-0.026,0.0,5.0,1.0,-1.0,0.0
CoRoT-2 b,CoRoT-2,1.7429935,1e-06,-1e-06,0.0,0.02798,0.00076,-0.0008,0.0,16.432,0.471,-0.493,0.0,1102.82,69.92,-69.92,0.0,1.47,0.08,-0.074,0.0,0.0143,0.0077,-0.0076,0.0,932.9076,,,0.0,1521.0,18.0,-18.0,0.0,5625.0,120.0,-120.0,0.0,0.906,0.026,-0.027,0.0,0.96,0.08,-0.08,0.0,-0.13055,0.05801,-0.11719,0.0,2.7,3.2,-2.7,0.0
CoRoT-20 b,CoRoT-20,9.24285,0.0003,-0.0003,0.0,0.09,0.002,-0.002,0.0,9.41556,0.44836,-0.44836,0.0,1366.669,63.566,-63.566,0.0,8.87,1.1,-1.1,0.0,0.59,0.02,-0.02,0.0,180.8704,,,0.0,1024.0,16.0,-16.0,0.0,5880.0,90.0,-90.0,0.0,1.02,0.05,-0.05,0.0,1.14,0.08,-0.08,0.0,0.17,0.18,-0.18,0.0,0.1,0.8,-0.04,0.0
CoRoT-20 c,CoRoT-20,1675.0,19.0,-17.0,0.0,2.9,0.07,-0.07,0.0,12.2,,,0.0,5403.11,317.83,-317.83,0.0,16.4,,,0.0,0.6,0.03,-0.03,0.0,,,,,,,,,5880.0,90.0,-90.0,0.0,1.02,0.05,-0.05,0.0,1.14,0.08,-0.08,0.0,0.17,0.18,-0.18,0.0,0.1,0.8,-0.04,0.0
CoRoT-21 b,CoRoT-21,2.72474,0.00014,-0.00014,0.0,0.0417,0.0011,-0.0011,0.0,14.5717,1.56926,-1.56926,0.0,718.2958,98.5273,-98.5273,0.0,1.36,0.48,-0.48,0.0,0.0,,,0.0,,,,,,,,,6200.0,100.0,-100.0,0.0,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.705,,,0.0,4.1,0.1,-0.5,0.0
CoRoT-22 b,CoRoT-22,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,12.2,14.0,-8.8,0.0,0.249,1.0,-0.097,0.0,0.077,0.3,-0.042,0.0,,,,,885.0,53.0,-280.0,0.0,5939.0,54.0,-120.0,0.0,1.136,0.038,-0.09,0.0,1.099,0.049,-0.049,0.0,0.01352,0.01863,-0.01946,0.0,3.3,2.0,-2.0,0.0
CoRoT-23 b,CoRoT-23,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,0.0,11.77,1.46,-1.46,0.0,889.9,95.3,-95.3,0.0,3.0,1.1,-1.1,0.0,0.16,0.02,-0.02,0.0,,,,,1660.0,,,0.0,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.08678,0.04003,-0.0441,0.0,7.2,1.5,-1.0,0.0
CoRoT-24 b,CoRoT-24,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,5.7,,,1.0,0.9,,,1.0,0.0,,,0.0,,,,,1070.0,140.0,-140.0,0.0,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,-0.60148,0.02517,-0.02672,0.0,11.0,,,0.0
CoRoT-24 c,CoRoT-24,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,28.0,11.0,-11.0,0.0,1.3,0.5,-0.4,0.0,0.0,,,0.0,,,,,850.0,80.0,-80.0,0.0,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,-0.60148,0.02517,-0.02672,0.0,11.0,,,0.0
CoRoT-25 b,CoRoT-25,4.86069,6e-05,-6e-05,0.0,0.0578,0.002,-0.0009,0.0,12.11,3.4,-1.12,0.0,85.81,12.71,-12.71,0.0,0.15,0.15,-0.06,0.0,0.0,,,0.0,,,,,1330.0,80.0,-40.0,0.0,6040.0,90.0,-90.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,0.14101,0.0385,-0.04225,0.0,4.5,1.8,-2.0,0.0
CoRoT-26 b,CoRoT-26,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,165.26,15.89,-15.89,0.0,0.28,0.09,-0.07,0.0,0.0,,,0.0,,,,,1600.0,80.0,-70.0,0.0,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.451,,,0.0,8.6,1.8,-0.9,0.0
CoRoT-27 b,CoRoT-27,3.57532,6e-05,-6e-05,0.0,0.0476,0.0066,-0.0066,0.0,11.287,0.493,-0.493,0.0,3302.11,174.8,-174.8,0.0,12.6,1.92,-1.67,0.0,0.065,,,1.0,,,,,1500.0,130.0,-130.0,0.0,5900.0,120.0,-120.0,0.0,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.16641,0.05584,-0.06409,0.0,4.21,2.72,-2.72,0.0
CoRoT-28 b,CoRoT-28,5.20851,0.00038,-0.00038,0.0,0.0603,0.005,-0.005,0.0,10.704595,0.739794,-0.739794,0.0,153.82972,27.65121,-27.65121,0.0,0.69,0.27,-0.27,0.0,0.047,0.055,-0.038,0.0,,,,,,,,,5150.0,100.0,-100.0,0.0,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.38849,0.02073,-0.02177,0.0,12.0,1.5,-1.5,0.0
CoRoT-29 b,CoRoT-29,2.85057,6e-06,-6e-06,0.0,0.0386,0.0059,-0.0059,0.0,10.0881,1.79344,-1.79344,0.0,270.1555,63.566,-63.566,0.0,1.45,0.74,-0.74,0.0,0.082,0.081,-0.081,0.0,,,,,,,,,5260.0,100.0,-100.0,0.0,0.9,0.12,-0.12,0.0,0.97,0.14,-0.14,0.0,-0.09414,,,0.0,4.5,3.5,-3.5,0.0
CoRoT-3 b,CoRoT-3,4.2568,5e-06,-5e-06,0.0,0.05783,0.00085,-0.00085,0.0,11.32,0.78,-0.78,0.0,6883.91,317.8,-317.8,0.0,26.4,5.6,-5.6,0.0,0.0,,,0.0,,,,,1695.0,57.0,-57.0,0.0,6740.0,140.0,-140.0,0.0,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0,0.39086,0.03574,-0.03895,0.0,2.2,0.6,-0.6,0.0
CoRoT-30 b,CoRoT-30,9.06005,0.00024,-0.00024,0.0,0.0844,0.0012,-0.0012,0.0,11.309881,0.851884,-0.851884,0.0,921.707,69.9226,-69.9226,0.0,3.45,0.65,-0.65,0.0,0.007,0.031,-0.031,0.0,,,,,,,,,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,-0.19653,0.04263,-0.04728,0.0,3.0,3.7,-2.4,0.0
CoRoT-31 b,CoRoT-31,4.62941,0.00075,-0.00075,0.0,0.0586,0.0034,-0.0034,0.0,16.36514,3.3627,-3.3627,0.0,266.9772,108.0622,-108.0622,0.0,0.33,0.18,-0.18,0.0,0.02,0.16,-0.16,0.0,,,,,,,,,5700.0,120.0,-120.0,0.0,2.15,0.56,-0.66,0.0,1.25,0.22,-0.21,0.0,0.39778,0.07454,-0.09004,0.0,4.7,4.7,-2.2,0.0
CoRoT-32 b,CoRoT-32,6.71837,1e-05,-1e-05,0.0,0.071,0.001,-0.001,0.0,6.38913,0.67254,-0.56045,0.0,47.6745,31.783,-31.783,0.0,1.1,1.3,-0.8,0.0,,,,,132.26,36.74,-29.39,0.0,938.0,65.0,-52.0,0.0,5970.0,100.0,-100.0,0.0,0.79,0.08,-0.09,0.0,1.08,0.08,-0.07,0.0,-0.1549,0.10914,-0.14613,0.0,,,,
CoRoT-35 b,CoRoT-35,3.22748,8e-05,-8e-05,0.0,0.0429,0.00092,-0.00092,0.0,18.83108758,1.23298788,-1.23298788,0.0,349.6112477,117.59651059,-117.59651059,0.0,0.29,0.11,-0.11,0.0,0.0,,,0.0,,,,,1747.0,62.0,-62.0,0.0,6390.0,130.0,-130.0,0.0,1.65,0.1,-0.11,0.0,1.01,0.07,-0.06,0.0,0.36247,,,0.0,6.1,1.3,-1.3,0.0
