pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_age,st_ageerr1,st_ageerr2,st_agelim
Kepler-391 c,Kepler-391,20.501,0.032,-0.01,0.0,0.164,0.026,-0.022,0.0,2.88,0.33,-0.33,0.0,450.0,,,1.0,400.0,,,1.0,0.27,,,1.0,179.0,96.0,-110.0,0.0,662.0,89.0,-97.0,0.0,5038.0,57.0,-57.0,0.0,2.879,0.318,-0.318,0.0,1.27,0.081,-0.081,0.0,0.66276,0.11103,-0.14954,0.0,4.365,0.899,-0.899,0.0
Kepler-392 b,Kepler-392,5.341853,5.5e-05,-5.5e-05,0.0,0.059,,,0.0,1.0,0.21,-0.21,0.0,0.972,,,0.0,5.34,,,0.0,0.0,,,0.0,450.654,12.218,-11.906,0.0,1125.0,,,0.0,5938.0,226.0,-226.0,0.0,1.129,0.231,-0.231,0.0,0.874,0.024,-0.023,0.0,0.19453,,,0.0,2.97,0.76,-0.76,0.0
Kepler-392 c,Kepler-392,10.423118,8.7e-05,-8.7e-05,0.0,0.093,,,0.0,1.1,0.23,-0.23,0.0,1.37,,,0.0,5.66,,,0.0,0.0,,,0.0,185.098,5.018,-4.89,0.0,901.0,,,0.0,5938.0,226.0,-226.0,0.0,1.129,0.231,-0.231,0.0,0.874,0.024,-0.023,0.0,0.19453,,,0.0,2.97,0.76,-0.76,0.0
Kepler-393 b,Kepler-393,9.182417,9.6e-05,-9.6e-05,0.0,0.091,,,0.0,1.29,0.25,-0.25,0.0,2.21,,,0.0,5.66,,,0.0,0.0,,,0.0,429.813,15.229,-14.666,0.0,1052.0,,,0.0,6189.0,100.0,-100.0,0.0,1.382,0.263,-0.263,0.0,1.256,0.023,-0.021,0.0,0.52394,0.02002,-0.02174,0.0,2.82,0.34,-0.31,0.0
Kepler-393 c,Kepler-393,14.613612,0.000231,-0.000231,0.0,0.124,,,0.0,1.33,0.31,-0.31,0.0,2.33,,,0.0,5.44,,,0.0,0.0,,,0.0,231.213,8.192,-7.89,0.0,901.0,,,0.0,6189.0,100.0,-100.0,0.0,1.382,0.263,-0.263,0.0,1.256,0.023,-0.021,0.0,0.52394,0.02002,-0.02174,0.0,2.82,0.34,-0.31,0.0
Kepler-394 b,Kepler-394,8.005013,9e-05,-9e-05,0.0,0.083,,,0.0,1.6,0.82,-0.82,0.0,3.19,,,0.0,4.28,,,0.0,0.0,,,0.0,164.78,10.074,-9.433,0.0,1035.0,,,0.0,6402.0,200.0,-200.0,0.0,1.132,0.58,-0.58,0.0,0.87,0.03,-0.027,0.0,0.05347,,,0.0,0.25,0.83,-0.83,0.0
Kepler-394 c,Kepler-394,12.130686,0.00018,-0.00018,0.0,0.11,,,0.0,1.66,0.86,-0.86,0.0,3.39,,,0.0,4.07,,,0.0,0.0,,,0.0,94.528,5.779,-5.411,0.0,901.0,,,0.0,6402.0,200.0,-200.0,0.0,1.132,0.58,-0.58,0.0,0.87,0.03,-0.027,0.0,0.05347,,,0.0,0.25,0.83,-0.83,0.0
Kepler-394 d,Kepler-394,5.613580227,,,0.0,0.05904,0.00065,-0.00065,0.0,1.50066814,,,0.0,2.86,,,0.0,4.65,,,0.0,0.0,,,0.0,302.0,26.0,-26.0,0.0,1165.0,,,0.0,6398.0,157.0,-224.0,0.0,1.101,0.37,-0.123,0.0,1.141,0.169,-0.152,0.0,0.05347,,,0.0,0.25,0.83,-0.83,0.0
Kepler-395 b,Kepler-395,7.054346,7e-05,-7e-05,0.0,0.061,,,0.0,1.03,0.08,-0.08,0.0,1.08,,,0.0,5.43,,,0.0,0.0,,,0.0,17.8,1.6,-2.1,0.0,576.0,55.0,-36.0,0.0,4262.0,100.0,-100.0,0.0,0.556,0.022,-0.022,0.0,0.622827,0.021315,-0.021315,0.0,-1.194,0.057,-0.055,0.0,1.6,0.7,-0.3,0.0
Kepler-395 c,Kepler-395,34.989262,0.000543,-0.000543,0.0,0.177,,,0.0,1.32,0.09,-0.09,0.0,2.3,,,0.0,5.5,,,0.0,0.0,,,0.0,2.11,0.19,-0.25,0.0,341.0,27.0,-27.0,0.0,4262.0,100.0,-100.0,0.0,0.556,0.022,-0.022,0.0,0.622827,0.021315,-0.021315,0.0,-1.194,0.057,-0.055,0.0,1.6,0.7,-0.3,0.0
Kepler-396 b,Kepler-396,42.994,,,0.0,0.24067,0.001,-0.001,0.0,3.5,1.28,-0.65,0.0,75.5,11.8,-5.8,0.0,9.68,,,0.0,0.0,,,0.0,13.731,0.309,-0.301,0.0,496.0,,,0.0,5656.0,60.0,-60.0,0.0,1.06,0.39,-0.2,0.0,0.85,0.13,-0.06,0.0,-0.13461,0.0115,-0.01466,0.0,0.62,1.43,-0.37,0.0
Kepler-396 c,Kepler-396,88.505,,,0.0,0.38946,0.00163,-0.00163,0.0,5.3,1.95,-0.99,0.0,17.9,2.8,-1.3,0.0,0.661,,,0.0,0.0,,,0.0,5.244,0.118,-0.115,0.0,390.0,,,0.0,5656.0,60.0,-60.0,0.0,1.06,0.39,-0.2,0.0,0.85,0.13,-0.06,0.0,-0.13461,0.0115,-0.01466,0.0,0.62,1.43,-0.37,0.0
Kepler-397 b,Kepler-397,22.250949,0.000186,-0.000186,0.0,0.144,,,0.0,2.46,21.32,-21.32,0.0,6.62,,,0.0,2.44,,,0.0,0.0,,,0.0,20.01,4.7,-3.53,0.0,539.0,,,0.0,5307.0,100.0,-100.0,0.0,0.767,0.066,-0.066,0.0,0.844,0.032,-0.032,0.0,-0.376,,,0.0,5.25,4.13,-2.99,0.0
Kepler-397 c,Kepler-397,135.498527,0.000668,-0.000668,0.0,0.48,,,0.0,6.18,0.56,-0.56,0.0,31.6,,,0.0,0.736,,,0.0,0.0,,,0.0,1.8,0.42,-0.32,0.0,295.0,,,0.0,5307.0,100.0,-100.0,0.0,0.767,0.066,-0.066,0.0,0.844,0.032,-0.032,0.0,-0.376,,,0.0,5.25,4.13,-2.99,0.0
Kepler-398 b,Kepler-398,4.081423,1.1e-05,-1.1e-05,0.0,0.044,,,0.0,0.93,0.1,-0.1,0.0,0.749,,,0.0,5.12,,,0.0,0.0,,,0.0,81.287,1.433,-1.417,0.0,755.0,,,0.0,4493.0,100.0,-100.0,0.0,0.613,0.028,-0.028,0.0,0.649,0.015,-0.015,0.0,-0.81101,0.02931,-0.01745,0.0,2.34,2.35,-0.892,0.0
Kepler-398 c,Kepler-398,11.419412,4.7e-05,-4.7e-05,0.0,0.087,,,0.0,1.01,0.11,-0.11,0.0,1.01,,,0.0,5.39,,,0.0,0.0,,,0.0,20.556,0.362,-0.358,0.0,536.0,,,0.0,4493.0,100.0,-100.0,0.0,0.613,0.028,-0.028,0.0,0.649,0.015,-0.015,0.0,-0.81101,0.02931,-0.01745,0.0,2.34,2.35,-0.892,0.0
Kepler-398 d,Kepler-398,6.83437001,1.518e-05,-1.518e-05,0.0,0.0618,,,0.0,0.88,0.03,-0.04,0.0,0.615,,,0.0,4.96,,,0.0,0.0,,,0.0,40.831,0.72,-0.712,0.0,636.0,,,0.0,4557.0,54.3,-39.23,0.0,0.67,0.017,-0.018,0.0,0.72,0.024,-0.028,0.0,-0.81101,0.02931,-0.01745,0.0,2.34,2.35,-0.892,0.0
Kepler-399 b,Kepler-399,14.425281,0.000144,-0.000144,0.0,0.103,,,0.0,0.96,0.51,-0.51,0.0,0.84,,,0.0,5.22,,,0.0,0.0,,,0.0,35.63,21.35,-8.04,0.0,773.0,,,0.0,5502.0,200.0,-200.0,0.0,0.68,0.363,-0.363,0.0,0.902,0.065,-0.033,0.0,-0.418,,,0.0,3.98,4.69,-2.29,0.0
Kepler-399 c,Kepler-399,26.67569,0.000171,-0.000171,0.0,0.155,,,0.0,1.43,0.77,-0.77,0.0,2.63,,,0.0,4.94,,,0.0,0.0,,,0.0,15.69,9.41,-3.54,0.0,630.0,,,0.0,5502.0,200.0,-200.0,0.0,0.68,0.363,-0.363,0.0,0.902,0.065,-0.033,0.0,-0.418,,,0.0,3.98,4.69,-2.29,0.0
Kepler-399 d,Kepler-399,58.034616,0.000363,-0.000363,0.0,0.261,,,0.0,1.89,1.01,-1.01,0.0,4.23,,,0.0,3.44,,,0.0,0.0,,,0.0,5.57,3.34,-1.26,0.0,486.0,,,0.0,5502.0,200.0,-200.0,0.0,0.68,0.363,-0.363,0.0,0.902,0.065,-0.033,0.0,-0.418,,,0.0,3.98,4.69,-2.29,0.0
Kepler-4 b,Kepler-4,3.21346,0.00022,-0.00022,0.0,0.0456,0.0009,-0.0009,0.0,4.002,0.213,-0.213,0.0,24.472,3.814,-3.814,0.0,1.91,0.36,-0.47,0.0,0.0,,,0.0,1245.431,40.095,-38.682,0.0,1650.0,200.0,-200.0,0.0,5857.0,120.0,-120.0,0.0,1.487,0.071,-0.084,0.0,1.223,0.053,-0.091,0.0,0.354,0.111,-0.104,0.0,4.5,1.5,-1.5,0.0
Kepler-40 b,Kepler-40,6.87349,0.00064,-0.00064,0.0,0.08,0.003,-0.003,0.0,13.11,0.45,-0.45,0.0,699.2,127.1,-127.1,0.0,1.68,0.53,-0.43,0.0,0.0,,,0.0,1187.965,139.556,-120.65,0.0,1620.0,30.0,-30.0,0.0,6510.0,100.0,-100.0,0.0,2.13,0.06,-0.06,0.0,1.48,0.06,-0.06,0.0,0.81889,,,0.0,2.8,0.3,-0.3,0.0
Kepler-400 b,Kepler-400,9.024389,3.4e-05,-3.4e-05,0.0,0.087,,,0.0,1.65,0.3,-0.3,0.0,3.36,,,0.0,4.11,,,0.0,0.0,,,0.0,183.39,81.57,-52.51,0.0,939.0,,,0.0,5886.0,100.0,-100.0,0.0,1.145,0.208,-0.208,0.0,1.08,0.04,-0.037,0.0,0.152,,,0.0,3.63,1.58,-1.77,0.0
Kepler-400 c,Kepler-400,17.340824,0.0001,-0.0001,0.0,0.134,,,0.0,1.49,0.28,-0.28,0.0,2.83,,,0.0,4.7,,,0.0,0.0,,,0.0,76.86,34.18,-22.01,0.0,755.0,,,0.0,5886.0,100.0,-100.0,0.0,1.145,0.208,-0.208,0.0,1.08,0.04,-0.037,0.0,0.152,,,0.0,3.63,1.58,-1.77,0.0
Kepler-401 b,Kepler-401,14.383035,0.000211,-0.000211,0.0,0.122,,,0.0,1.71,0.4,-0.4,0.0,3.57,,,0.0,3.92,,,0.0,0.0,,,0.0,254.25,10.158,-9.746,0.0,889.0,,,0.0,6117.0,100.0,-100.0,0.0,1.333,0.244,-0.244,0.0,1.173,0.068,-0.048,0.0,0.56611,0.02209,-0.0226,0.0,3.55,0.77,-0.77,0.0
Kepler-401 c,Kepler-401,47.318218,0.000695,-0.000695,0.0,0.269,,,0.0,2.15,0.4,-0.4,0.0,5.27,,,0.0,2.91,,,0.0,0.0,,,0.0,51.996,2.077,-1.993,0.0,598.0,,,0.0,6117.0,100.0,-100.0,0.0,1.333,0.244,-0.244,0.0,1.173,0.068,-0.048,0.0,0.56611,0.02209,-0.0226,0.0,3.55,0.77,-0.77,0.0
Kepler-401 d,Kepler-401,184.256405,0.00317,-0.00317,0.0,0.66886,0.011,-0.011,0.0,2.27,0.4,-0.26,0.0,5.77,,,0.0,2.71,,,0.0,0.0,,,0.0,8.485,0.339,-0.325,0.0,380.0,,,0.0,6184.0,88.34,-71.63,0.0,1.29,0.222,-0.134,0.0,1.17,0.068,-0.053,0.0,0.56611,0.02209,-0.0226,0.0,3.39,0.85,-1.19,0.0
Kepler-402 b,Kepler-402,4.028751,1.9e-05,-1.9e-05,0.0,0.051,,,0.0,1.22,0.24,-0.24,0.0,1.98,,,0.0,5.99,,,0.0,0.0,,,0.0,619.844,17.851,-17.353,0.0,1311.0,,,0.0,6090.0,120.0,-120.0,0.0,1.264,0.244,-0.244,0.0,1.072,0.036,-0.029,0.0,0.2035,0.0189,-0.01777,0.0,1.4,0.81,-0.81,0.0
Kepler-402 c,Kepler-402,6.124821,2.6e-05,-2.6e-05,0.0,0.068,,,0.0,1.56,0.35,-0.35,0.0,3.05,,,0.0,4.41,,,0.0,0.0,,,0.0,353.973,10.194,-9.909,0.0,1140.0,,,0.0,6090.0,120.0,-120.0,0.0,1.264,0.244,-0.244,0.0,1.072,0.036,-0.029,0.0,0.2035,0.0189,-0.01777,0.0,1.4,0.81,-0.81,0.0
Kepler-402 d,Kepler-402,8.921099,5.6e-05,-5.6e-05,0.0,0.087,,,0.0,1.38,0.27,-0.27,0.0,2.48,,,0.0,5.19,,,0.0,0.0,,,0.0,214.277,6.171,-5.999,0.0,1006.0,,,0.0,6090.0,120.0,-120.0,0.0,1.264,0.244,-0.244,0.0,1.072,0.036,-0.029,0.0,0.2035,0.0189,-0.01777,0.0,1.4,0.81,-0.81,0.0
Kepler-402 e,Kepler-402,11.242861,5.9e-05,-5.9e-05,0.0,0.102,,,0.0,1.46,0.29,-0.29,0.0,2.73,,,0.0,4.82,,,0.0,0.0,,,0.0,157.481,4.535,-4.409,0.0,931.0,,,0.0,6090.0,120.0,-120.0,0.0,1.264,0.244,-0.244,0.0,1.072,0.036,-0.029,0.0,0.2035,0.0189,-0.01777,0.0,1.4,0.81,-0.81,0.0
Kepler-403 b,Kepler-403,7.031462,5.1e-05,-5.1e-05,0.0,0.076,,,0.0,1.25,0.22,-0.22,0.0,2.1,,,0.0,5.91,,,0.0,0.0,,,0.0,689.457,28.701,-27.391,0.0,1194.0,,,0.0,6090.0,100.0,-100.0,0.0,1.329,0.236,-0.236,0.0,1.299,0.0505,-0.0505,0.0,0.64405,0.02524,-0.01958,0.0,3.09,0.51,-0.81,0.0
Kepler-403 c,Kepler-403,54.280749,0.000562,-0.000562,0.0,0.297,,,0.0,1.75,0.32,-0.32,0.0,3.71,,,0.0,3.8,,,0.0,0.0,,,0.0,45.154,1.88,-1.794,0.0,604.0,,,0.0,6090.0,100.0,-100.0,0.0,1.329,0.236,-0.236,0.0,1.299,0.0505,-0.0505,0.0,0.64405,0.02524,-0.01958,0.0,3.09,0.51,-0.81,0.0
Kepler-403 d,Kepler-403,13.61159129,8.288e-05,-8.288e-05,0.0,0.12178,0.00187,-0.00187,0.0,1.42,0.3,-0.19,0.0,2.6,,,0.0,4.99,,,0.0,0.0,,,0.0,285.295,11.876,-11.334,0.0,958.0,,,0.0,6209.0,72.84,-65.18,0.0,1.45,0.27,-0.184,0.0,1.25,0.088,-0.059,0.0,0.64405,0.02524,-0.01958,0.0,3.09,0.51,-0.81,0.0
Kepler-404 b,Kepler-404,11.829851,0.000209,-0.000209,0.0,0.102,,,0.0,1.27,0.55,-0.55,0.0,2.15,,,0.0,5.77,,,0.0,0.0,,,0.0,44.534,2.352,-2.223,0.0,730.0,,,0.0,5654.0,200.0,-200.0,0.0,0.884,0.331,-0.331,0.0,0.86,0.012,-0.019,0.0,-0.33704,,,0.0,1.35,2.28,-0.95,0.0
Kepler-404 c,Kepler-404,14.751166,0.000261,-0.000261,0.0,0.118,,,0.0,1.72,0.85,-0.85,0.0,3.61,,,0.0,3.9,,,0.0,0.0,,,0.0,33.153,1.751,-1.655,0.0,678.0,,,0.0,5654.0,200.0,-200.0,0.0,0.884,0.331,-0.331,0.0,0.86,0.012,-0.019,0.0,-0.33704,,,0.0,1.35,2.28,-0.95,0.0
Kepler-405 b,Kepler-405,10.613839,0.000111,-0.000111,0.0,0.095,,,0.0,2.08,0.99,-0.99,0.0,4.98,,,0.0,3.04,,,0.0,0.0,,,0.0,55.623,5.842,-5.211,0.0,785.0,,,0.0,5818.0,250.0,-250.0,0.0,0.893,0.425,-0.425,0.0,0.873,0.026,-0.021,0.0,-0.33143,,,0.0,2.09,2.48,-1.46,0.0
Kepler-405 c,Kepler-405,29.726682,0.011477,-0.011477,0.0,0.188,,,0.0,4.66,26.65,-26.65,0.0,19.6,,,0.0,1.06,,,0.0,0.0,,,0.0,14.086,1.479,-1.32,0.0,557.0,,,0.0,5818.0,250.0,-250.0,0.0,0.893,0.425,-0.425,0.0,0.873,0.026,-0.021,0.0,-0.33143,,,0.0,2.09,2.48,-1.46,0.0
Kepler-406 b,Kepler-406,2.42629,,,0.0,0.03599,0.00034,-0.00034,0.0,1.43,0.03,-0.03,0.0,6.35,1.4,-1.4,0.0,11.82,2.7,-2.7,0.0,0.0,,,0.0,826.933,20.351,-19.869,0.0,1302.0,,,0.0,5538.0,75.0,-75.0,0.0,1.07,0.02,-0.02,0.0,1.07,0.06,-0.06,0.0,0.0482,0.01711,-0.01567,0.0,5.84,,,0.0
Kepler-406 c,Kepler-406,4.62332,,,0.0,0.05531,0.00053,-0.00053,0.0,0.85,0.03,-0.03,0.0,2.71,1.8,-1.8,0.0,24.39,16.13,-16.13,0.0,0.0,,,0.0,349.769,8.608,-8.404,0.0,1050.0,,,0.0,5538.0,75.0,-75.0,0.0,1.07,0.02,-0.02,0.0,1.07,0.06,-0.06,0.0,0.0482,0.01711,-0.01567,0.0,5.84,,,0.0
Kepler-407 b,Kepler-407,0.6693124,6e-07,-6e-07,0.0,0.01531,0.00015,-0.00015,0.0,1.19,0.05,-0.05,0.0,1.93,0.5,-0.5,0.0,5.876579,2.916774,-2.916774,0.0,0.0,,,0.0,4102.008,106.749,-104.35,0.0,1983.0,,,0.0,5487.0,100.0,-100.0,0.0,1.04,0.05,-0.05,0.0,0.99,0.05,-0.05,0.0,-0.10791,0.02698,-0.02877,0.0,2.88,1.9,-1.63,0.0
Kepler-407 c,Kepler-407,3000.0,500.0,-500.0,0.0,3.27090369,,,0.0,12.3,,,0.0,4000.0,2000.0,-2000.0,0.0,11.8,,,0.0,0.221479,0.000308,-0.000308,0.0,,,,,,,,,5476.0,75.0,-75.0,0.0,1.01,0.07,-0.07,0.0,1.0,0.06,-0.06,0.0,-0.03934,0.01298,-0.01466,0.0,7.47,,,0.0
Kepler-408 b,Kepler-408,2.46502,,,0.0,0.03592,0.00033,-0.00033,0.0,0.82,0.03,-0.03,0.0,5.0,,,1.0,,,,,0.0,,,0.0,1503.581,26.395,-26.122,0.0,1561.0,,,0.0,6104.0,74.0,-74.0,0.0,1.23,0.03,-0.03,0.0,1.08,0.07,-0.07,0.0,0.28298,0.01198,-0.0144,0.0,6.68,,,0.0
Kepler-409 b,Kepler-409,68.9583216,3.9e-06,-3.9e-06,0.0,0.3192,0.006,-0.006,0.0,1.199,0.043,-0.043,0.0,6.0,,,1.0,19.0,,,1.0,0.69,,,1.0,6.15,0.42,-0.42,0.0,438.0,7.0,-7.0,0.0,5421.0,64.0,-64.0,0.0,0.897,0.012,-0.011,0.0,0.913,0.05,-0.048,0.0,-0.20201,0.00839,-0.00951,0.0,5.8,4.5,-3.6,0.0
Kepler-41 b,Kepler-41,1.8555582,5.2e-07,-5.2e-07,0.0,0.03101,0.0004,-0.0004,0.0,14.46,0.22,-0.22,0.0,177.98,25.43,-25.43,0.0,0.33,0.04,-0.04,0.0,0.0,,,0.0,2036.749,117.262,-109.892,0.0,1790.0,31.0,-31.0,0.0,5750.0,100.0,-100.0,0.0,1.29,0.02,-0.02,0.0,1.15,0.04,-0.04,0.0,0.26161,,,0.0,4.4,1.3,-1.1,0.0
Kepler-410 A b,Kepler-410 A,17.833648,5.4e-05,-5.4e-05,0.0,0.1226,0.0047,-0.0047,0.0,2.838,0.054,-0.054,0.0,8.44,,,0.0,2.03,,,0.0,0.17,0.1,-0.05,0.0,159.5,2.185,-2.164,0.0,866.0,,,0.0,6273.0,140.0,-140.0,0.0,1.352,0.01,-0.01,0.0,1.214,0.033,-0.033,0.0,0.435,0.028,-0.03,0.0,2.76,0.54,-0.54,0.0
Kepler-411 b,Kepler-411,3.005156,2e-06,-2e-06,0.0,0.0375,0.0008,-0.0008,0.0,2.401,0.053,-0.053,0.0,25.6,2.6,-2.6,0.0,10.3,1.3,-1.3,0.0,0.146,0.005,-0.004,0.0,201.3,14.6,-14.6,0.0,1138.0,17.0,-17.0,0.0,4974.0,46.0,-51.0,0.0,0.82,0.018,-0.018,0.0,0.87,0.039,-0.039,0.0,-0.57899,0.02042,-0.01305,0.0,0.212,0.031,-0.031,0.0
Kepler-411 c,Kepler-411,7.834435,2e-06,-2e-06,0.0,0.0739,0.001,-0.001,0.0,4.421,0.062,-0.062,0.0,26.4,5.9,-5.9,0.0,1.7,0.4,-0.4,0.0,0.108,0.003,-0.004,0.0,56.0,4.0,-4.0,0.0,838.0,10.0,-10.0,0.0,4974.0,46.0,-51.0,0.0,0.82,0.018,-0.018,0.0,0.87,0.039,-0.039,0.0,-0.57899,0.02042,-0.01305,0.0,0.212,0.031,-0.031,0.0
Kepler-411 d,Kepler-411,58.02035,0.00056,-0.00056,0.0,0.279,0.004,-0.004,0.0,3.319,0.104,-0.104,0.0,15.2,5.1,-5.1,0.0,2.3,0.8,-0.8,0.0,0.128,0.003,-0.003,0.0,3.9,0.3,-0.3,0.0,410.0,10.0,-10.0,0.0,4974.0,46.0,-51.0,0.0,0.82,0.018,-0.018,0.0,0.87,0.039,-0.039,0.0,-0.57899,0.02042,-0.01305,0.0,0.212,0.031,-0.031,0.0
Kepler-411 e,Kepler-411,31.509728,8.5e-05,-8.5e-05,0.0,0.186,0.003,-0.003,0.0,3.28,,,0.0,10.8,1.1,-1.1,0.0,1.68,,,0.0,0.016,0.002,-0.001,0.0,,,,,503.0,9.0,-9.0,0.0,4974.0,46.0,-51.0,0.0,0.82,0.018,-0.018,0.0,0.87,0.039,-0.039,0.0,-0.57899,0.02042,-0.01305,0.0,0.212,0.031,-0.031,0.0
Kepler-412 b,Kepler-412,1.7208604,3e-07,-3e-07,0.0,0.02897,0.00093,-0.00092,0.0,15.031269,0.493196,-0.515614,0.0,299.07803,39.72875,-6.03877,0.0,0.52,0.13,-0.04,0.0,0.0038,0.0087,-0.0032,0.0,2144.307,98.659,-94.03,0.0,1850.0,30.0,-30.0,0.0,5750.0,90.0,-90.0,0.0,1.287,0.035,-0.035,0.0,1.167,0.091,-0.091,0.0,0.26854,,,0.0,5.37,1.44,-1.36,0.0
Kepler-413 b,Kepler-413,66.262,0.024,-0.021,0.0,0.3553,0.002,-0.0018,0.0,4.347,0.099,-0.099,0.0,67.0,22.0,-21.0,0.0,3.2,1.0,-1.0,0.0,0.1181,0.0018,-0.0017,0.0,,,,,,,,,4700.0,,,0.0,0.7761,0.0088,-0.0096,0.0,0.82,0.015,-0.014,0.0,-0.42994,0.02689,-0.02867,0.0,,,,
Kepler-414 b,Kepler-414,4.7,,,0.0,0.0543,0.00031,-0.00031,0.0,1.71,0.31,-0.14,0.0,3.5,3.4,-2.9,0.0,3.85,,,0.0,0.0,,,0.0,241.171,5.714,-5.603,0.0,1024.0,,,0.0,5536.0,50.0,-50.0,0.0,0.946,,,0.0,0.89,,,0.0,-0.16917,0.0138,-0.01521,0.0,1.55,1.21,-1.23,0.0
Kepler-414 c,Kepler-414,7.171,,,0.0,0.07195,0.00041,-0.00041,0.0,3.01,0.54,-0.25,0.0,29.9,12.4,-10.5,0.0,6.02,,,0.0,0.0,,,0.0,137.086,3.248,-3.185,0.0,890.0,,,0.0,5536.0,50.0,-50.0,0.0,0.946,,,0.0,0.89,,,0.0,-0.16917,0.0138,-0.01521,0.0,1.55,1.21,-1.23,0.0
Kepler-415 b,Kepler-415,4.176,,,0.0,0.0426,,,0.0,1.21,0.13,-0.1,0.0,119.9,102.1,-87.4,0.0,372.0,,,0.0,0.0,,,0.0,69.834,3.937,-3.705,0.0,694.0,,,0.0,4362.0,87.0,-78.0,0.0,0.643,,,0.0,0.67,,,0.0,-0.80504,,,0.0,4.9,5.55,-2.91,0.0
Kepler-415 c,Kepler-415,8.708,,,0.0,0.0695,,,0.0,2.01,0.15,-0.06,0.0,4.7,,,0.0,3.18,,,0.0,0.0,,,0.0,26.237,1.479,-1.392,0.0,543.0,,,0.0,4362.0,87.0,-78.0,0.0,0.643,,,0.0,0.67,,,0.0,-0.80504,,,0.0,4.9,5.55,-2.91,0.0
Kepler-416 b,Kepler-416,6.319,,,0.0,0.0674,0.0007,-0.0007,0.0,2.48,0.99,-0.33,0.0,58.2,53.4,-39.5,0.0,21.0,,,0.0,0.0,,,0.0,224.089,8.301,-7.95,0.0,986.0,,,0.0,5718.0,60.0,-60.0,0.0,1.075,,,0.0,1.0,,,0.0,0.02791,,,0.0,2.69,1.99,-1.52,0.0
Kepler-416 c,Kepler-416,12.209,,,0.0,0.10454,0.00107,-0.00107,0.0,2.352,0.081,-0.081,0.0,6.13,,,0.0,2.59,,,0.0,0.0,,,0.0,93.072,3.448,-3.302,0.0,791.0,,,0.0,5718.0,60.0,-60.0,0.0,1.075,,,0.0,1.0,,,0.0,0.02791,,,0.0,2.69,1.99,-1.52,0.0
Kepler-416 d,Kepler-416,3.07644709,1.038e-05,-1.038e-05,0.0,0.0407,,,0.0,1.61,0.23,-0.17,0.0,3.22,,,0.0,4.24,,,0.0,0.0,,,0.0,583.25,244.51,-153.16,0.0,1253.0,,,0.0,5670.0,114.0,-114.0,0.0,1.022,0.148,-0.108,0.0,0.949,0.067,-0.055,0.0,0.02791,,,0.0,2.69,1.99,-1.52,0.0
Kepler-417 b,Kepler-417,12.331,,,0.0,0.1006,,,0.0,2.31,0.86,-0.17,0.0,11.0,9.3,-7.9,0.0,4.9,,,0.0,0.0,,,0.0,43.624,4.981,-4.372,0.0,671.0,,,0.0,5177.0,78.15,-96.12,0.0,0.806,,,0.0,0.9,,,0.0,-0.41061,,,0.0,4.9,6.09,-3.0,0.0
Kepler-417 c,Kepler-417,15.943,,,0.0,0.1194,,,0.0,2.69,0.19,-0.14,0.0,7.7,,,0.0,2.17,,,0.0,0.0,,,0.0,30.968,3.536,-3.104,0.0,616.0,,,0.0,5177.0,78.15,-96.12,0.0,0.806,,,0.0,0.9,,,0.0,-0.41061,,,0.0,4.9,6.09,-3.0,0.0
Kepler-418 b,Kepler-418,86.67856,7e-05,-7e-05,0.0,0.39249,0.00435,-0.00435,0.0,13.45,1.79,-1.79,0.0,349.6112477,,,1.0,,,,,0.2,0.11,-0.11,0.0,8.877,0.465,-0.441,0.0,434.0,,,0.0,5820.0,100.0,-100.0,0.0,1.09,0.14,-0.14,0.0,0.98,0.08,-0.08,0.0,0.11114,,,0.0,7.0,3.0,-4.0,0.0
Kepler-418 c,Kepler-418,12.21829987,,,0.0,0.10632,0.00119,-0.00119,0.0,5.22108654,,,0.0,23.7,,,0.0,0.915,,,0.0,0.0,,,0.0,107.6,8.7,-8.7,0.0,835.0,,,0.0,5822.0,105.0,-116.0,0.0,1.081,0.162,-0.132,0.0,0.957,0.078,-0.056,0.0,0.11114,,,0.0,2.1,1.5,-1.5,0.0
Kepler-419 b,Kepler-419,69.7546,0.0007,-0.0009,0.0,0.37,0.007,-0.006,0.0,10.8,1.4,-1.3,0.0,794.5,95.3,-95.3,0.0,3.5,2.3,-1.4,0.0,0.833,0.013,-0.013,0.0,37.416,1.99,-1.866,0.0,613.0,,,0.0,6430.0,79.0,-79.0,0.0,1.74,0.07,-0.07,0.0,1.39,0.08,-0.07,0.0,0.7268,0.02642,-0.02813,0.0,2.14,0.26,-0.23,0.0
