pl_name,hostname,pl_rade,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_lum,st_mass,st_age,pl_bmasse,pl_dens,pl_insol,pl_orbper,st_rad
TOI-1136 d,TOI-1136,4.627,0.042,843.0,0.1062,5770.0,-0.02687,1.022,0.7,2.2353763433005955,1.0331844833456545,6.441523726501194,2.60416267413776,0.6770177986300616
TOI-1136 e,TOI-1136,2.639,0.0425,737.0,0.14,5770.0,-0.02687,1.022,0.7,1.9558604799084813,1.0331844833456545,3.901509936267473,2.9857324414756574,0.6770177986300616
TOI-1136 f,TOI-1136,3.73591482,0.001,658.0,0.174,5770.0,-0.02687,1.022,0.7,2.3702437414678603,0.636576829071551,3.3117393777566755,3.307655637253791,0.6770177986300616
TOI-1136 g,TOI-1136,2.53,0.04,574.0,0.2289999999999999,5770.0,-0.02687,1.022,0.7,1.8870696490323797,1.0647107369924282,3.2481158430304453,3.7024124683965205,0.6770177986300616
TOI-1173 b,TOI-1173,9.19,0.023,868.0,0.0696,5350.0,-0.16877,0.911,8.7,3.3463891451671604,0.178146185383474,4.890349128221754,2.087491553217969,0.6595903970311026
TOI-1174 b,TOI-1174,2.562,0.0,713.83,0.07994,5030.0,-0.4034,0.8500000000000001,2.7,3.4965075614664802,2.4849066497880004,3.9706692008608795,2.2979230106569237,0.5653138090500605
TOI-1180 b,TOI-1180,3.072,0.0,638.18,0.080799,4738.0,-0.57675,0.75,5.0,2.3978952727983707,1.0750024230289759,3.636796374243711,2.369005627470483,0.5481214085096876
TOI-1181 b,TOI-1181,17.02644168,0.011,1942.12,0.0364,6054.0,0.64246,1.467,2.7,5.928843364967349,0.3987761199573678,9.556833658307777,1.132430292409315,1.0855270491194542
TOI-1184 b,TOI-1184,2.39,0.0,715.47,0.056027,4534.0,-0.70115,0.71,5.3,2.0541237336955462,1.2892326482767593,4.06971028126374,1.9093104487763173,0.5247285289349821
TOI-1194 b,TOI-1194,8.71664516,0.0,1264.29,0.034,5394.0,-0.1512,0.9835,4.9,4.795790545596741,0.688134638736401,5.321472212014525,1.1971429136313925,0.6733525532317658
TOI-1199 b,TOI-1199,10.5140239,0.03,1486.0,0.04988,5710.0,0.30428,1.23,4.2,4.343298660614751,0.30601302913650436,5.784175890055362,1.541472298851317,0.8960880245566356
TOI-1201 b,TOI-1201,2.415,0.0,703.0,0.0287,3476.0,-1.46852,0.512,3.719,1.9851308622085946,1.2383742310432684,3.728100167267218,1.2504707147165097,0.4107842695857643
TOI-1203 b,TOI-1203,1.52,0.067,1361.2,0.04869,5737.0,0.12977,0.886,12.5,1.5062971535145868,1.8687205103641835,6.351234695954017,1.640411015052083,0.7788660559624828
